CORSAIR - Vengeance RGB PRO 16GB (2PK 8GB) 3GHz PC4-24000 DDR4 DIMM Unbuffered Non-ECC Desktop Memory Kit with RGB Lighting - Black,Corsair,RAM,99.99,40,0%,"Vengeance Low Profile heat spreaders have a reduced height of 1.03"". Theyre designed for high-performance systems with extra-large CPU coolers, small form factor system builds, or any other space-constrained application where you need high-performance memory but standard Vengeance modules might not fit."
CORSAIR - Vengeance RGB PRO 32GB (2PK 16GB) 3.2GHz PC4-25600 DDR4 DIMM Unbuffered Non-ECC Desktop Memory Kit with RGB Lighting - Black,Corsair,RAM,229.99,15,10%,"Improve your gaming experience with this 32GB of Corsair Vengeance RGB Pro DDR4 desktop memory. Optimized on the latest motherboards, this desktop memory provides the bandwidth and response times to accelerate PC and gaming performance. This Corsair Vengeance RGB Pro DDR4 desktop memory has 10 RGB LEDs per module and lets you use the Corsair iCUE software to customize and synchronize lighting."
CORSAIR - Dominator Platinum RGB 32GB (4PK 8GB) 3.2GHz PC4-25600 DDR4 DIMM Unbuffered Non-ECC Desktop Memory Kit with RGB Lighting - Black,Corsair,RAM,299.99,25,0%,"The Dominator family of memory represents the ultimate in performance technology engineering from Corsair. The Dominator is designed to have the highest performing IC maximum over-clocking capability and efficient DHX cooling - all the while being stable and reliable.Very few components make it into the Dominator family. Corsair performs rigorous testing and screening on all components to select only the best for the Dominator modules. The tests check for high frequency and/or low latency capabilities for each IC. Then, they are thoroughly tested for maximum interoperability and reliability as a united group to meet the stringent design criteria demanded by performance computing and gaming users."
Intel - Core i5-9600K Six-Core 3.7 GHz Desktop Processor,Intel,CPU,279.99,55,0%,"With intelligent performance that accelerates in response to demanding tasks, such as playing games and editing photos, the Intel Core i5 processor moves faster when you do.The Intel Core i5 processor automatically allocates processing power where it is needed most. Whether youre creating HD video, composing digital music, editing photos, or playing the coolest PC games - with the Intel Core i5 processor you can multitask with ease and be more productive than ever."
Intel - Core i9-9900K Octa-Core 3.6 GHz Desktop Processor,Intel,CPU,529.99,100,20%,"Whether you are working on your latest feature film or the next episode of a YouTube series, the unlocked Intel Core X-series processors are designed to scale to your performance needs by using the two fastest cores at higher frequencies and up to 18 cores when extreme mega tasking is required. Experience extreme performance, immersive 4K visuals, high speed storage and memory, and the latest technological advancements - all designed to get you from planning to final product faster than ever.Spend more time creating and less time waiting. The Intel Core X-series processor can handle your most demanding workload. Upload and edit your 360? videos quickly and experience VR videos - all in stunning 4K. There are no limits to what you can create on your new computer.When creating your best work, you need the most responsive technology to handle multiple, CPU-intensive tasks at once. With an Intel Core X-series processor, you can edit your video, render 3D effects, and compose the soundtrack simultaneously without compromising your performance."
Intel - Core i5-9400F Six-Core 2.9 GHz Desktop Processor without Graphics,Intel,CPU,154.99,105,15%,"Featuring a completely exposed light bar with vibrant RGB LEDs, merged with the award-winning Trident Z heatspreader design, and constructed with the highest quality components, the Trident Z RGB DDR4 memory kit combines the most vivid RGB lighting with u"
Intel - Core i5-8600K Coffee Lake Six-Core 3.6 GHz Desktop Processor - Silver,Intel,CPU,259.99,170,5%,"Build your own computer beginning with this Intel Core i5 processor. Its 9MB of cache memory offers fast data retrieval for maximum efficiency, and the base frequency of 3.6GHz powers through demanding applications and programs. Switch between multiple tasks smoothly with this eighth-generation Intel Core i5 processor when you pair it with up to 64GB of DDR4 RAM."
Intel - Core i7-9700K Octa-Core 3.6 GHz Desktop Processor,Intel,CPU,409.99,90,0%,"With faster, intelligent, multi-core technology that applies processing power where its needed most, Intel Core i7 processors deliver an incredible breakthrough in PC performance. Youll multitask applications faster and unleash incredible digital media creation. And youll experience maximum performance for everything you do."
AMD - 2400G Quad-Core 3.6 GHz Desktop Processor,AMD,CPU,169.99,80,0%,"Power your custom desktop PC with this 14nm process, quad-core AMD Ryzen processor. It includes 11-core Radeon Vega graphics for higher performance without a separate graphics card, and it works with the AMD Wraith Stealth cooler for effective heat dissipation. This AMD Ryzen processor supports PCIe 3.0 and HDMI to interface with up-to-date hardware and displays."
CORSAIR - RMx Series 850W ATX12V 2.4/EPS12V 2.92 80 Plus Gold Modular Power Supply - Black,Corsair,Power Supply,119.99,135,16%,"Build an efficient, high-performance computer with this 850W Corsair RMx power supply unit. Its industrial-grade Japanese capacitors ensure solid power delivery, and its fully modular for flexible configuration. Set this 80 PLUS Gold-rated Corsair RMx power supply unit on zero fan mode for quiet operation during low and medium loads."
EVGA - 600W ATX 12V/EPS 12V 80 Plus Power Supply - Black,EVGA,Power Supply,59.99,45,0%,"Create a functional, efficient computer by adding this 600W EVGA 80 PLUS 100-W1-0600-K1 ATX 12V/EPS 12V power supply to your custom build. An ultraquiet, intelligent auto fan cools components without generating much noise during operation."
CORSAIR - RMx Series 750W ATX12V 2.4/EPS12V 2.92 80 Plus Gold Modular Power Supply - Black,Corsair,Power Supply,109.99,125,0%,"Support your custom desktop with this 750W Corsair RMx power supply. It has an 80 PLUS Gold efficiency rating for lower power consumption, and its 100 percent Japanese capacitors provide long-lasting performance. This fully modular Corsair RMx power supply lets you set up a tidy computer hardware system with plenty of power."
EVGA - 750W Modular P2 Power Supply - Black,EVGA,Power Supply,154.99,85,14%,"Power your custom-built desktop computer with this 750W EVGA SuperNova power supply. The built-in fan keeps your components cool with little noise, and modular cabling keeps cords and wires neat. This EVGA SuperNova power supply is platinum-rated for efficiency, so it keeps your computer running at top speed without creating excessive heat."
Sony - WH-1000XM3 Wireless Noise Canceling Over-the-Ear Headphones with Google Assistant - Black,Sony,Headphones,299.99,3,14%,"Take your playlist with you by using these noise-cancelling Sony headphones. Their 40mm drivers with liquid crystal polymer diaphragms fill your ears with booming audio to immerse you in songs, and theyre ergonomically designed to provide comfort during extended listening sessions. These Sony headphones have a proprietary noise-cancelling processor, so you can immerse yourself in the music."
Sony - XB10 Portable Bluetooth Speaker - Red,Sony,Speaker,59.99,15,5%,"Take your music wherever you go with this Sony Bluetooth speaker. The bass-boost feature provides your tunes a kick, and you can add an additional wireless speaker for stereo sound. With its battery life of up to 16 hours and its space-saving, water-resistant construction, this Sony Bluetooth speaker is ideal for travel."
Corsair Vengeance 8GB (2 x 4GB) DDR3 1600MHz Desktop Memory Kit (CMZ8GX3M2A1600C9),Corsair,RAM,99.99,15,0%,"Like the legendary Dominator, enthusiast-grade Vengeance DRAM is designed for stability, stringently factory-tested, and backed by our limited lifetime warranty. And, we know that great looks are as important as great performance. This is why Vengeance modules come in a variety of colors to match your components and let you build your system just the way you want it. This 8GB memory kit lets you enjoy simple multitasking, web browsing and gaming with up to 1600MHz operating speed for efficient operation and heat spreaders that keep your memory cool."
Sony - SRS-XB501G Wireless Speaker for Streaming Music with Google Voice Assistant - Black,Sony,Speaker,299.99,45,0%,"Send voice-activated commands via the built-in Google Assistant of this Sony Bluetooth portable speaker. Its EXTRA BASS and LIVE SOUND modes deliver powerful audio, and the multicolored lights and flashing strobe create a party ambiance. This Sony Bluetooth portable speaker resists splashes and dust for durable outdoor use, and the 16-hour battery life provides extended listening time."
Sony - High Power XB60 Portable Bluetooth Speaker - Black,Sony,Speaker,249.99,125,0%,"Enjoy up to 14 hours of battery life with this Sony portable speaker. Its multiple LED lights create a festive atmosphere, and the EXTRA BASS feature offers deep, resounding lows for best enjoyment of your favorite songs. This Sony portable speaker streams digital media through a compatible device thanks to its Bluetooth capability."
Sony - WH-XB700 Wireless On-Ear Headphones - Black,Sony,Headphones,99.99,45,0%,"Pump up the volume with these Sony wireless on-ear headphones. Advanced drivers produce clear high-fidelity audio, while the EXTRA BASS feature helps you feel the beat by enhancing low-end frequencies. A 30-hour battery life keeps the music coming. With a lightweight construction and soft swiveling earcups, these Sony wireless on-ear headphones keep you comfortable while you listen."
Echo Dot (3rd gen) - Smart speaker with Alexa - Sandstone,Amazon,Speaker,69.99,60,10%,"Our most popular Echo is now even better. With a new speaker and design, Echo Dot is a voice-controlled smart speaker with Alexa, perfect for any room. Just ask for music, news, information, and more. You can also call almost anyone and control compatible smart home devices with your voice."
MSI - MPG Z390 GAMING PLUS (Socket LGA1151) USB 3.1 Gen 1 Intel Motherboard with LED Lighting,Nvidia,Motherboard,139.99,30,0%,"Build the ultimate PC with this MSI MPG Z390 Gaming Plus motherboard. Featuring a premium layout and an extended heat sink design, this motherboard supports high-end multi-core processors and keeps them cool for maximum performance. This MSI MPG Z390 Gaming Plus motherboard enhances data performance with two advanced M.2 slots."
ASUS - ROG MAXIMUS XI HERO (WI-FI) (Socket LGA1151) USB 3.1 Gen 1 Intel Motherboard with LED Lighting,ASUS,Motherboard,299.99,35,5%,"Enhance your gaming rig with this Asus gaming motherboard. Its dedicated onboard clock generator lets you harness its full power, and the ROG firmware provides stability to ensure optimal performance. The cooling system on this Asus gaming motherboard is configured by Fan Xpert 4 and UEFI BIOS to prevent overheating."
MSI - X470 GAMING PLUS (Socket AM4) USB 3.1 Gen 1 AMD Motherboard with LED Lighting,Nvidia,Motherboard,149.99,55,9%,"Set the standard with this MSI Gaming Plus motherboard. Included software detects USB devices and improves their performance, and Audio Boost produces studio-level sound quality for exciting game play. The Mystic Light application lets you readily access 16.8 million colors and 10 effects with one click or with your mobile device."
CORSAIR - Carbide Series SPEC-DELTA RGB ATX Mid-Tower Case - Black,Corsair,Computer Case,79.99,200,0%,"Build a better PC with this CORSAIR Carbide Series SPEC-DELTA mid-tower gaming case. Featuring four 120mm cooling fans and a mesh inlay on the front panel, this case promotes airflow and helps prevent overheating. This CORSAIR Carbide Series SPEC-DELTA mid-tower gaming case has a tempered glass side panel that lets you showcase your setup."
CORSAIR - Carbide Series ATX Mid-Tower Case - Black/Red,Corsair,Computer Case,54.99,25,0%,"House your gaming computer with this Corsair Carbide Series SPEC-04 gaming computer case. Three HDD and two SSD slots provide ample space for storage, and theres room for up to five fans to keep your system from overheating. This Corsair Carbide SPEC-04 gaming computer case has tinted side panels that let you show off your internal components."
CORSAIR - Crystal Series 570X RGB ATX Mid-Tower Case - Black,Corsair,Computer Case,179.99,30,13%,"Build a customized gaming computer with this Corsair Crystal Series mid-tower case. Its made of durable tempered glass to protect and showcase your PC, and it has three RGB LED fans for colorful illumination and excellent cooling. The cable routing channels on this Corsair Crystal Series mid-tower case let you keep wiring organized."
Apple - HomePod - Space Gray,Apple,Speaker,299.99,20,0%,"HomePod is a breakthrough speaker that senses its location and tunes the music to sound amazing wherever you are in the room. Together with Apple Music, it gives you access to over 45 million songs. And with the intelligence of Siri, its a helpful home assistant for everyday tasks, and for controlling your smart home accessories - all with just your voice. Welcome HomePod."
Apple - HomePod - White,Apple,Speaker,299.99,45,0%,"HomePod is a breakthrough speaker that senses its location and tunes the music to sound amazing wherever you are in the room. Together with Apple Music, it gives you access to over 45 million songs. And with the intelligence of Siri, its a helpful home assistant for everyday tasks, and for controlling your smart home accessories - all with just your voice. Welcome HomePod."
Samsung T5 500GB USB External Solid State Drive (MU-PA500B/AM),Samsung,Storage,169.99,75,0%,"Keep your data backed up and available on the go with the Samsung T5 500GB USB External Solid State Drive. With a generous 500GB storage capacity, youll have plenty of room to store valuable documents, photos, and more. It features a compact design for maximum portability and is password protected for security."
Samsung Galaxy Buds In-Ear Sound Isolating Truly Wireless Headphones - Black,Samsung,Headphones,199.99,160,0%,"Welcome to a world without wires. Samsung Galaxy Buds deliver clear calls, your favourite podcasts, and the music you love while keeping you aware of your surroundings when walking, working, or at the gym. Wireless charging and voice assistant capabilities make it easier than ever to stay connected without cords."
Kingston A400 SSD 120GB SATA 3 2.5? Solid State Drive SA400S37/120G - Increase Performance,Kingston,Storage,44.99,90,11%,"Fast start-up, loading and file transfers More reliable and durable than a hard drive Multiple capacities with space for applications or a hard drive replacement Capacity: 120GB, Interface: SATA Rev. 3.0 (6Gb/s) ? with backwards compatibility to SATA Rev. 2.0. 120GB ? 500MB/s Read and 320MB/s Write"
Samsung 860 EVO 500GB SATA Internal Solid State Drive (MZ-76E500B/AM),Samsung,Storage,109.99,20,0%,"The Samsung 860 EVO 500GB SATA internal solid state drive is designed to enhance the performance of your laptop or mainstream PC. The drive is equipped with V-NAND technology that provides for consistent speeds even under heavy workloads, making multitasking easy while having little to no effect on performance."
